prune_rate_in,prune_rate_out,sign_rate_in,sign_rate_out,cluster
0.9456787109375,0.37890625,0.4382022471910112,0.4968553459119497,2
0.91839599609375,0.36328125,0.5011219147344802,0.5214723926380368,2
0.90081787109375,0.26953125,0.5335384615384615,0.5240641711229946,0
0.8846435546875,0.2578125,0.5095238095238095,0.4736842105263157,0
0.928955078125,0.24609375,0.5163230240549829,0.533678756476684,2
0.9664306640625,0.31640625,0.4672727272727273,0.5142857142857142,2
0.90863037109375,0.2734375,0.4742818971275885,0.5967741935483871,2
0.91156005859375,0.296875,0.5100069013112492,0.5555555555555556,0
0.90350341796875,0.26953125,0.560404807084124,0.5187165775401069,0
0.87945556640625,0.2734375,0.5341772151898734,0.510752688172043,0
0.916015625,0.30859375,0.4818313953488372,0.5084745762711864,2
0.89739990234375,0.203125,0.5401546698393813,0.5294117647058824,1
0.89630126953125,0.2109375,0.5744555620953502,0.599009900990099,1
0.93206787109375,0.25,0.5094339622641509,0.578125,2
0.874755859375,0.21875,0.5229044834307992,0.5,0
0.90875244140625,0.28515625,0.4809364548494983,0.5355191256830601,2
0.9630126953125,0.27734375,0.4587458745874587,0.518918918918919,2
0.99005126953125,0.234375,0.0,0.5357142857142857,3
0.8973388671875,0.25390625,0.495243757431629,0.5445026178010471,1
0.881103515625,0.24609375,0.5154004106776181,0.4818652849740932,0
0.98931884765625,0.3046875,0.5657142857142857,0.5337078651685393,2
0.94915771484375,0.31640625,0.4717887154861945,0.5257142857142857,2
0.85650634765625,0.2265625,0.5065929391748192,0.5606060606060606,1
0.90509033203125,0.3203125,0.4887459807073955,0.4712643678160919,0
0.9293212890625,0.31640625,0.531951640759931,0.5257142857142857,2
0.91619873046875,0.24609375,0.4566642388929351,0.4922279792746113,0
0.9947509765625,0.2421875,0.0,0.4536082474226804,3
0.94561767578125,0.3046875,0.5375982042648709,0.5056179775280899,0
0.8853759765625,0.3203125,0.4904153354632588,0.5287356321839081,0
0.88983154296875,0.25,0.5490304709141274,0.5260416666666666,1
0.87017822265625,0.2734375,0.4729666196520921,0.510752688172043,0
0.9681396484375,0.30859375,0.5478927203065134,0.576271186440678,2
0.91375732421875,0.29296875,0.4876150035385704,0.5248618784530387,2
0.917236328125,0.18359375,0.6113569321533924,0.6028708133971292,1
0.90753173828125,0.35546875,0.4699669966996699,0.503030303030303,2
0.9241943359375,0.27734375,0.4911433172302737,0.5243243243243243,2
0.91009521484375,0.30859375,0.428377460964019,0.5084745762711864,2
0.96795654296875,0.2734375,0.5257142857142857,0.4838709677419355,2
0.88037109375,0.296875,0.4790816326530612,0.5333333333333333,0
0.880126953125,0.3203125,0.5768839103869654,0.5114942528735632,0
0.933837890625,0.29296875,0.4898523985239852,0.5911602209944752,2
0.95751953125,0.27734375,0.5244252873563219,0.4864864864864865,2
0.965576171875,0.27734375,0.4379432624113475,0.5243243243243243,2
0.93701171875,0.296875,0.5038759689922481,0.4888888888888889,2
0.90350341796875,0.1875,0.4882985452245414,0.5769230769230769,1
0.93365478515625,0.25390625,0.546458141674333,0.5235602094240838,0
0.97161865234375,0.2265625,0.3526881720430107,0.5606060606060606,2
0.90228271484375,0.234375,0.4828232354778263,0.5510204081632653,1
0.8770751953125,0.2421875,0.4895729890764647,0.5,0
0.85308837890625,0.3203125,0.5230577482343166,0.4827586206896552,0
0.8807373046875,0.25390625,0.4928352098259979,0.5235602094240838,0
0.89190673828125,0.265625,0.5206098249576511,0.5372340425531915,1
0.91632080078125,0.26171875,0.6017505470459519,0.5608465608465608,1
0.94207763671875,0.296875,0.5194942044257113,0.4944444444444444,0
0.91290283203125,0.2421875,0.5508058864751226,0.5309278350515464,1
0.87481689453125,0.26171875,0.5138956606533398,0.492063492063492,0
0.90008544921875,0.23828125,0.5650580329871716,0.5230769230769231,1
0.9534912109375,0.3515625,0.4619422572178477,0.5180722891566265,2
0.986328125,0.26953125,0.6116071428571429,0.5989304812834224,2
0.92572021484375,0.26953125,0.5135579293344289,0.5133689839572193,2
0.9482421875,0.3515625,0.4516509433962264,0.4879518072289157,2
0.88922119140625,0.22265625,0.4677685950413223,0.4422110552763819,0
0.9158935546875,0.28125,0.4716981132075472,0.5271739130434783,2
0.88714599609375,0.19921875,0.505137912385073,0.4878048780487805,0
0.91162109375,0.2265625,0.6201657458563536,0.6111111111111112,1
0.8883056640625,0.21875,0.5087431693989071,0.49,0
0.9600830078125,0.30078125,0.5412844036697247,0.5195530726256983,2
0.9195556640625,0.27734375,0.511380880121396,0.5459459459459459,2
0.95953369140625,0.234375,0.5143288084464555,0.5510204081632653,2
0.8653564453125,0.28515625,0.5199456029011786,0.5027322404371585,0
0.8853759765625,0.2265625,0.5010649627263046,0.5202020202020202,0
0.95355224609375,0.26953125,0.4415243101182654,0.5133689839572193,2
0.9298095703125,0.265625,0.5721739130434783,0.5425531914893617,1
0.92333984375,0.27734375,0.5087579617834395,0.5567567567567567,2
0.90582275390625,0.2734375,0.5230071289695398,0.521505376344086,0
0.89495849609375,0.35546875,0.4654270772806508,0.4303030303030303,2
0.9580078125,0.25,0.5552325581395349,0.53125,2
0.96234130859375,0.28515625,0.539708265802269,0.5300546448087432,2
0.90496826171875,0.2578125,0.5446371226718048,0.5578947368421052,0
0.953857421875,0.3671875,0.414021164021164,0.5061728395061729,2
0.89129638671875,0.2578125,0.4952274003368894,0.4736842105263157,0
0.89288330078125,0.22265625,0.5321937321937322,0.4673366834170854,0
0.98419189453125,0.28515625,0.5212355212355212,0.4972677595628415,2
0.92120361328125,0.328125,0.5104570100697134,0.5348837209302325,0
0.98822021484375,0.21875,0.1761658031088082,0.53,3
0.971435546875,0.31640625,0.4444444444444444,0.5142857142857142,2
0.87890625,0.23046875,0.5025201612903226,0.4974619289340101,0
0.884521484375,0.296875,0.5153276955602537,0.5277777777777778,0
0.96209716796875,0.3984375,0.5990338164251208,0.4545454545454545,2
0.98382568359375,0.234375,0.5056603773584906,0.4540816326530612,2
0.89605712890625,0.328125,0.4762184380504991,0.4941860465116279,2
0.90191650390625,0.32421875,0.4698195395146235,0.5144508670520231,2
0.8553466796875,0.3125,0.5050632911392405,0.5454545454545454,0
0.906982421875,0.25,0.5190288713910761,0.5729166666666666,1
0.911865234375,0.22265625,0.5006925207756233,0.5326633165829145,1
0.882080078125,0.30078125,0.5217391304347826,0.5195530726256983,0
0.98876953125,0.1953125,0.0,0.4805825242718446,3
0.9598388671875,0.34765625,0.4072948328267477,0.497005988023952,2
0.9683837890625,0.26953125,0.5038610038610039,0.4759358288770053,2
0.8756103515625,0.296875,0.4892051030421982,0.5166666666666667,0
0.9658203125,0.375,0.3589285714285714,0.49375,2
0.9395751953125,0.2734375,0.494949494949495,0.532258064516129,2
0.8944091796875,0.27734375,0.4855491329479768,0.518918918918919,0
0.88323974609375,0.296875,0.5070569785676947,0.4722222222222222,0
0.8758544921875,0.2421875,0.5211406096361848,0.520618556701031,0
0.89190673828125,0.30078125,0.4957651044607566,0.4804469273743016,0
0.96026611328125,0.1953125,0.5913978494623656,0.6310679611650486,1
0.900146484375,0.25,0.5281173594132029,0.5104166666666666,0
0.91668701171875,0.21484375,0.5538461538461539,0.5671641791044776,1
0.93426513671875,0.34375,0.4781801299907149,0.4702380952380952,2
0.95001220703125,0.2734375,0.4749694749694749,0.532258064516129,2
0.87335205078125,0.23828125,0.4833734939759036,0.517948717948718,0
0.95306396484375,0.31640625,0.4811443433029909,0.4685714285714286,2
0.9678955078125,0.36328125,0.4372623574144487,0.4969325153374233,2
0.96600341796875,0.31640625,0.5080789946140036,0.5257142857142857,2
0.88653564453125,0.3203125,0.4932759548144163,0.4712643678160919,0
0.88818359375,0.23046875,0.4677947598253275,0.5431472081218274,1
0.87481689453125,0.25,0.4826913700633837,0.4947916666666667,0
0.9019775390625,0.265625,0.4993773349937733,0.5319148936170213,1
0.92388916015625,0.2265625,0.6246992782678428,0.6262626262626263,1
0.93035888671875,0.2265625,0.488168273444347,0.5454545454545454,2
0.88043212890625,0.2578125,0.521694742215416,0.5052631578947369,0
0.893798828125,0.21484375,0.5471264367816092,0.5024875621890548,1
0.96240234375,0.21875,0.6558441558441559,0.565,1
0.96728515625,0.25390625,0.5223880597014925,0.5078534031413613,2
0.8583984375,0.24609375,0.531896551724138,0.5854922279792746,1
0.88140869140625,0.29296875,0.4580545548121462,0.4917127071823204,0
0.90863037109375,0.27734375,0.4649298597194389,0.4972972972972973,0
0.8880615234375,0.36328125,0.4961832061068702,0.588957055214724,2
0.86053466796875,0.26953125,0.5190371991247265,0.5240641711229946,0
0.9085693359375,0.29296875,0.5146862483311081,0.4751381215469613,0
0.88153076171875,0.24609375,0.4858320453374549,0.538860103626943,1
0.90936279296875,0.328125,0.4868686868686869,0.5,2
0.9605712890625,0.2421875,0.5696594427244582,0.5773195876288659,2
0.9627685546875,0.234375,0.3934426229508196,0.5612244897959183,2
0.98883056640625,0.21484375,0.0,0.4577114427860697,3
0.8956298828125,0.1953125,0.5976608187134503,0.5242718446601942,1
0.87359619140625,0.2890625,0.5267986479961372,0.510989010989011,0
0.96453857421875,0.3515625,0.4784853700516351,0.4819277108433735,2
0.89471435546875,0.2265625,0.4701449275362319,0.5606060606060606,1
0.9046630859375,0.2265625,0.5505761843790012,0.5707070707070707,1
0.96563720703125,0.35546875,0.4795737122557726,0.5212121212121212,2
0.93218994140625,0.34375,0.5085508550855086,0.494047619047619,2
0.90301513671875,0.27734375,0.5235997482693517,0.5027027027027027,0
0.939453125,0.34375,0.5282258064516129,0.4702380952380952,2
0.87921142578125,0.30859375,0.4845881758463871,0.4632768361581921,0
0.96112060546875,0.37109375,0.3076923076923077,0.5527950310559007,2
0.91583251953125,0.26953125,0.4749818709209572,0.5080213903743316,0
0.89190673828125,0.19921875,0.5426312817617166,0.5317073170731708,1
0.8603515625,0.30859375,0.4995629370629371,0.4689265536723164,0
0.9189453125,0.25390625,0.5082831325301205,0.5654450261780105,2
0.970947265625,0.390625,0.4642857142857143,0.5064102564102564,2
0.88275146484375,0.296875,0.4898490369599167,0.5277777777777778,0
0.9273681640625,0.25,0.5579831932773109,0.5572916666666666,1
0.95751953125,0.24609375,0.5129310344827587,0.5025906735751295,2
0.87908935546875,0.2578125,0.5391216557294296,0.5263157894736842,0
0.9908447265625,0.1953125,0.0,0.4174757281553398,3
0.9046630859375,0.30859375,0.4967989756722151,0.4576271186440678,0
0.99346923828125,0.2109375,0.0,0.495049504950495,3
0.90887451171875,0.30078125,0.4742129939718687,0.5027932960893855,0
0.915283203125,0.2578125,0.5403458213256485,0.5,0
0.9273681640625,0.20703125,0.5739495798319327,0.5862068965517241,1
0.89605712890625,0.265625,0.5866118614210217,0.574468085106383,1
0.99835205078125,0.18359375,0.074074074074074,0.5406698564593302,3
0.995361328125,0.18359375,0.0,0.4784688995215311,3
0.92138671875,0.33203125,0.5194099378881988,0.5321637426900585,0
0.90142822265625,0.31640625,0.479876160990712,0.4971428571428571,2
0.85284423828125,0.3046875,0.5313148071339693,0.4438202247191011,0
0.88983154296875,0.25390625,0.489196675900277,0.5602094240837696,1
0.8729248046875,0.2890625,0.489433237271854,0.554945054945055,2
0.9478759765625,0.2265625,0.4355971896955503,0.5151515151515151,2
0.923583984375,0.30859375,0.4920127795527156,0.5819209039548022,2
0.983642578125,0.234375,0.4291044776119403,0.3979591836734694,2
0.90155029296875,0.26171875,0.5424674519528828,0.5238095238095238,0
0.86944580078125,0.33203125,0.5021037868162693,0.4678362573099415,0
0.90997314453125,0.26953125,0.4935593220338983,0.5508021390374331,2
0.909912109375,0.203125,0.5887533875338753,0.5735294117647058,1
0.9146728515625,0.26953125,0.4663805436337625,0.46524064171123,0
0.9361572265625,0.2890625,0.4665391969407266,0.4835164835164835,2
0.89459228515625,0.2578125,0.5906195715112913,0.5421052631578948,1
0.893798828125,0.26953125,0.5494252873563218,0.5133689839572193,0
0.984130859375,0.2109375,0.2923076923076923,0.5247524752475248,2
0.8941650390625,0.2578125,0.5622837370242214,0.5052631578947369,0
0.98297119140625,0.19921875,0.4408602150537634,0.4341463414634146,2
0.8941650390625,0.2421875,0.5080738177623991,0.520618556701031,0
0.90850830078125,0.22265625,0.4963308872581721,0.5477386934673367,1
0.89129638671875,0.22265625,0.5221785513756316,0.5226130653266332,0
0.889404296875,0.2109375,0.5298013245033113,0.5346534653465347,1
0.86639404296875,0.26171875,0.5139333028780265,0.4497354497354497,0
0.90167236328125,0.3046875,0.5524518932340161,0.4887640449438202,0
0.9410400390625,0.26171875,0.5496894409937888,0.5767195767195767,2
0.94903564453125,0.37109375,0.474251497005988,0.453416149068323,2
0.98779296875,0.2265625,0.265,0.4747474747474747,3
0.890869140625,0.2265625,0.5151006711409396,0.51010101010101,0
0.8961181640625,0.27734375,0.5534665099882491,0.5081081081081081,0
0.96588134765625,0.23828125,0.40608228980322,0.5384615384615384,2
0.8780517578125,0.23828125,0.5555555555555556,0.4512820512820513,0
0.9029541015625,0.24609375,0.5025157232704403,0.5440414507772021,1
0.961181640625,0.24609375,0.6367924528301887,0.5699481865284974,1
0.91815185546875,0.19140625,0.5682326621923938,0.5120772946859904,1
0.88909912109375,0.23046875,0.5046780407264722,0.5076142131979695,0
0.90924072265625,0.2109375,0.5003362474781439,0.5148514851485149,0
0.962158203125,0.3671875,0.4435483870967742,0.6049382716049383,2
0.88531494140625,0.23046875,0.5263437998935604,0.5025380710659898,0
0.89263916015625,0.24609375,0.5139283683911313,0.5025906735751295,0
0.9771728515625,0.26953125,0.5374331550802139,0.5508021390374331,2
0.9913330078125,0.1953125,0.056338028169014,0.4514563106796116,3
0.89544677734375,0.2109375,0.5137186223000584,0.5099009900990099,0
0.86065673828125,0.24609375,0.4651773981603154,0.5077720207253886,0
0.91131591796875,0.2734375,0.5492085340674466,0.6236559139784946,1
0.95794677734375,0.29296875,0.4455732946298984,0.4917127071823204,2
0.985595703125,0.26171875,0.5720338983050848,0.4867724867724867,2
0.89129638671875,0.28125,0.545199326221224,0.5489130434782609,0
0.9071044921875,0.25,0.435611038107753,0.5416666666666666,1
