pos_in,pos_out,neg_in,neg_out,prune_rate_in,prune_rate_out,sign_rate_in,sign_rate_out,layer
889,95,828,91,0.89520263671875,0.2734375,0.5177635410599883,0.510752688172043,dense1
680,100,587,107,0.92266845703125,0.19140625,0.5367008681925809,0.4830917874396135,dense1
794,110,781,88,0.90386962890625,0.2265625,0.5041269841269841,0.5555555555555556,dense1
776,96,768,92,0.90576171875,0.265625,0.5025906735751295,0.5106382978723404,dense1
787,98,691,92,0.9097900390625,0.2578125,0.5324763193504736,0.5157894736842106,dense1
838,87,854,105,0.896728515625,0.25,0.49527186761229314,0.453125,dense1
285,76,380,82,0.95941162109375,0.3828125,0.42857142857142855,0.4810126582278481,dense1
624,115,413,95,0.93670654296875,0.1796875,0.6017357762777242,0.5476190476190477,dense1
763,105,678,91,0.91204833984375,0.234375,0.5294934073560028,0.5357142857142857,dense1
671,112,676,93,0.91778564453125,0.19921875,0.4981440237564959,0.5463414634146342,dense1
838,107,681,104,0.90728759765625,0.17578125,0.5516787360105333,0.5071090047393365,dense1
795,104,720,90,0.90753173828125,0.2421875,0.5247524752475248,0.5360824742268041,dense1
0,102,0,101,1.0,0.20703125,0.0,0.5024630541871922,dense1
309,76,429,93,0.9549560546875,0.33984375,0.4186991869918699,0.44970414201183434,dense1
819,93,728,91,0.90557861328125,0.28125,0.5294117647058824,0.5054347826086957,dense1
0,105,0,100,1.0,0.19921875,0.0,0.5121951219512195,dense1
774,85,806,89,0.903564453125,0.3203125,0.489873417721519,0.4885057471264368,dense1
338,86,426,92,0.953369140625,0.3046875,0.4424083769633508,0.48314606741573035,dense1
180,96,161,91,0.97918701171875,0.26953125,0.5278592375366569,0.5133689839572193,dense1
891,110,820,89,0.89556884765625,0.22265625,0.5207481005260082,0.5527638190954773,dense1
834,97,876,88,0.8956298828125,0.27734375,0.48771929824561405,0.5243243243243243,dense1
849,96,864,92,0.89544677734375,0.265625,0.4956217162872154,0.5106382978723404,dense1
992,100,953,101,0.88128662109375,0.21484375,0.510025706940874,0.4975124378109453,dense1
0,121,0,91,1.0,0.171875,0.0,0.5707547169811321,dense1
858,113,595,82,0.91131591796875,0.23828125,0.5905024088093599,0.5794871794871795,dense1
887,105,816,92,0.89605712890625,0.23046875,0.5208455666470934,0.5329949238578681,dense1
