,mean,std,layer,variable,distance_measure
RSN_CIFAR,0.6244847464050148,0.07193869131927863,dense1,sign_rate_out,histogram_correlation
RSN_CINIC,0.6813367766851772,0.0548029515670718,dense1,sign_rate_out,histogram_correlation
RSN_SVHN,0.6584649400081104,0.05781244621656233,dense1,sign_rate_out,histogram_correlation
CIFAR_SVHN,0.6700871384385327,0.06780363051635996,dense1,sign_rate_out,histogram_correlation
CINIC_CIFAR,0.6868445222009268,0.0708983843156297,dense1,sign_rate_out,histogram_correlation
SVHN_CINIC,0.7153296686855289,0.0530009676138098,dense1,sign_rate_out,histogram_correlation
within_WTs,0.6864707760026342,0.07404924459470157,dense1,sign_rate_out,histogram_correlation
within_conditions,0.6575610661501455,0.08518297622440524,dense1,sign_rate_out,histogram_correlation
between_WTs_and_RSN,0.6547621543661009,0.0662255246675843,dense1,sign_rate_out,histogram_correlation
between_WT_datasets,0.6907537764416627,0.06703079504332106,dense1,sign_rate_out,histogram_correlation
CIFAR,0.12712723222503058,0.025551665864398807,dense2,prune_rate_in,histogram_correlation
CINIC,0.12853311907434853,0.020679650173108473,dense2,prune_rate_in,histogram_correlation
SVHN,0.12209275607399038,0.02976517246492318,dense2,prune_rate_in,histogram_correlation
RSN,0.11389655241813106,0.02645505690311004,dense2,prune_rate_in,histogram_correlation
RSN_CIFAR,0.11951351198469894,0.029051892022930532,dense2,prune_rate_in,histogram_correlation
RSN_CINIC,0.3764964318231995,0.060345496217585344,dense2,prune_rate_in,histogram_correlation
RSN_SVHN,0.11211597591513854,0.02606030693332658,dense2,prune_rate_in,histogram_correlation
CIFAR_SVHN,0.12489015164213246,0.030210365010824723,dense2,prune_rate_in,histogram_correlation
CINIC_CIFAR,0.37868795931921684,0.06878127892220177,dense2,prune_rate_in,histogram_correlation
SVHN_CINIC,0.34105581150223885,0.06125857358470571,dense2,prune_rate_in,histogram_correlation
within_WTs,0.12591770245778983,0.02575159951517318,dense2,prune_rate_in,histogram_correlation
within_conditions,0.12291241494787514,0.026446576832944678,dense2,prune_rate_in,histogram_correlation
between_WTs_and_RSN,0.20270863990767896,0.12973741125773552,dense2,prune_rate_in,histogram_correlation
between_WT_datasets,0.281544640821196,0.1250535566154001,dense2,prune_rate_in,histogram_correlation
CIFAR,0.012738796575758628,0.008206877930179235,dense2,prune_rate_out,histogram_correlation
CINIC,0.011406837356125694,0.007853076389048131,dense2,prune_rate_out,histogram_correlation
SVHN,0.016141501110436253,0.012168709650502716,dense2,prune_rate_out,histogram_correlation
RSN,0.008181172408136874,0.0057848102788685095,dense2,prune_rate_out,histogram_correlation
RSN_CIFAR,0.010705029060346281,0.007759755516827777,dense2,prune_rate_out,histogram_correlation
RSN_CINIC,0.018253568181349617,0.010108140309816549,dense2,prune_rate_out,histogram_correlation
RSN_SVHN,0.018353127334805118,0.00928976292326184,dense2,prune_rate_out,histogram_correlation
CIFAR_SVHN,0.025673682606599874,0.01267109992289636,dense2,prune_rate_out,histogram_correlation
CINIC_CIFAR,0.02658062452810158,0.01397293372144963,dense2,prune_rate_out,histogram_correlation
SVHN_CINIC,0.013870552384907076,0.01020305109933934,dense2,prune_rate_out,histogram_correlation
within_WTs,0.013429045014106859,0.009815367771756026,dense2,prune_rate_out,histogram_correlation
within_conditions,0.012117076862614365,0.009262066300417943,dense2,prune_rate_out,histogram_correlation
between_WTs_and_RSN,0.015770574858833673,0.009784044643221705,dense2,prune_rate_out,histogram_correlation
between_WT_datasets,0.02204161983986951,0.013668244079258879,dense2,prune_rate_out,histogram_correlation
CIFAR,0.6250711835686776,0.044807441656594046,dense2,sign_rate_in,histogram_correlation
CINIC,0.596128758287591,0.05554774718716119,dense2,sign_rate_in,histogram_correlation
SVHN,0.5723865258909406,0.06520482609569349,dense2,sign_rate_in,histogram_correlation
RSN,0.538849807897263,0.07649700463639349,dense2,sign_rate_in,histogram_correlation
RSN_CIFAR,0.6107502105578151,0.06645295854595934,dense2,sign_rate_in,histogram_correlation
RSN_CINIC,0.6245645854295001,0.07546673940720477,dense2,sign_rate_in,histogram_correlation
RSN_SVHN,0.5721419723777654,0.07773645265206766,dense2,sign_rate_in,histogram_correlation
CIFAR_SVHN,0.6017690354355788,0.055594883375635416,dense2,sign_rate_in,histogram_correlation
CINIC_CIFAR,0.6533839609614206,0.05319071304280044,dense2,sign_rate_in,histogram_correlation
SVHN_CINIC,0.6148836767920919,0.06738691622584188,dense2,sign_rate_in,histogram_correlation
within_WTs,0.5978621559157364,0.05982550172477606,dense2,sign_rate_in,histogram_correlation
within_conditions,0.583109068911118,0.06928366799288635,dense2,sign_rate_in,histogram_correlation
between_WTs_and_RSN,0.6024855894550268,0.0766609454018973,dense2,sign_rate_in,histogram_correlation
between_WT_datasets,0.6233455577296971,0.06298278839493394,dense2,sign_rate_in,histogram_correlation
CIFAR,0.04044530543932491,0.011159898225642948,dense2,sign_rate_out,histogram_correlation
CINIC,0.03696459193713123,0.011869692943839579,dense2,sign_rate_out,histogram_correlation
SVHN,0.04152928076898314,0.012959694430846273,dense2,sign_rate_out,histogram_correlation
RSN,0.046861107081818794,0.014227175752722943,dense2,sign_rate_out,histogram_correlation
RSN_CIFAR,0.05058230946032017,0.015729783682919486,dense2,sign_rate_out,histogram_correlation
RSN_CINIC,0.04733321604907866,0.01654771265854945,dense2,sign_rate_out,histogram_correlation
RSN_SVHN,0.048013065786711294,0.016065094835033655,dense2,sign_rate_out,histogram_correlation
CIFAR_SVHN,0.04704130887307872,0.013987012138028916,dense2,sign_rate_out,histogram_correlation
CINIC_CIFAR,0.045534615009244994,0.016108120860953257,dense2,sign_rate_out,histogram_correlation
SVHN_CINIC,0.03826327992561149,0.01240331001543532,dense2,sign_rate_out,histogram_correlation
within_WTs,0.039646392715146424,0.012175962701237083,dense2,sign_rate_out,histogram_correlation
within_conditions,0.041450071306814516,0.01309784152588814,dense2,sign_rate_out,histogram_correlation
between_WTs_and_RSN,0.04864286376537003,0.01617831298620011,dense2,sign_rate_out,histogram_correlation
between_WT_datasets,0.043613067935978404,0.014753706612157946,dense2,sign_rate_out,histogram_correlation
CIFAR,0.8369791666666667,0.019633413359344546,dense1,prune_rate_in,histogram_intersection
CINIC,0.778125,0.021890495503820325,dense1,prune_rate_in,histogram_intersection
SVHN,0.8190972222222223,0.023492733272003626,dense1,prune_rate_in,histogram_intersection
RSN,0.3974826388888889,0.02623826255075017,dense1,prune_rate_in,histogram_intersection
RSN_CIFAR,0.948046875,0.019251908641174386,dense1,prune_rate_in,histogram_intersection
RSN_CINIC,0.9697265625,0.011684520321207831,dense1,prune_rate_in,histogram_intersection
RSN_SVHN,0.96734375,0.011594655456556266,dense1,prune_rate_in,histogram_intersection
CIFAR_SVHN,0.8671484375,0.02759093076445988,dense1,prune_rate_in,histogram_intersection
CINIC_CIFAR,0.90171875,0.02627788697270007,dense1,prune_rate_in,histogram_intersection
SVHN_CINIC,0.818671875,0.03172577277550737,dense1,prune_rate_in,histogram_intersection
within_WTs,0.811400462962963,0.03284985972465003,dense1,prune_rate_in,histogram_intersection
within_conditions,0.7079210069444445,0.18194900390503085,dense1,prune_rate_in,histogram_intersection
between_WTs_and_RSN,0.9617057291666666,0.01755263873843069,dense1,prune_rate_in,histogram_intersection
between_WT_datasets,0.8625130208333334,0.044493197298559294,dense1,prune_rate_in,histogram_intersection
CIFAR,0.2560763888888889,0.027945457445191117,dense1,prune_rate_out,histogram_intersection
CINIC,0.2671875,0.019856664104904425,dense1,prune_rate_out,histogram_intersection
SVHN,0.2596354166666667,0.023733661229300936,dense1,prune_rate_out,histogram_intersection
RSN,0.19800347222222223,0.021566245872519183,dense1,prune_rate_out,histogram_intersection
RSN_CIFAR,0.36921875,0.033441150501664865,dense1,prune_rate_out,histogram_intersection
RSN_CINIC,0.4771875,0.03185795346877683,dense1,prune_rate_out,histogram_intersection
RSN_SVHN,0.344453125,0.03544318668548124,dense1,prune_rate_out,histogram_intersection
CIFAR_SVHN,0.267734375,0.03137387557123562,dense1,prune_rate_out,histogram_intersection
CINIC_CIFAR,0.3762890625,0.03646879267751359,dense1,prune_rate_out,histogram_intersection
SVHN_CINIC,0.357734375,0.030056201425672956,dense1,prune_rate_out,histogram_intersection
within_WTs,0.2609664351851852,0.024514677148257513,dense1,prune_rate_out,histogram_intersection
within_conditions,0.24522569444444445,0.03619828095673341,dense1,prune_rate_out,histogram_intersection
between_WTs_and_RSN,0.396953125,0.06671446548986927,dense1,prune_rate_out,histogram_intersection
between_WT_datasets,0.33391927083333334,0.057620792024727134,dense1,prune_rate_out,histogram_intersection
CIFAR,0.9581597222222222,0.016234263510501334,dense1,sign_rate_in,histogram_intersection
CINIC,0.8328125,0.018333037402914625,dense1,sign_rate_in,histogram_intersection
SVHN,0.8768229166666667,0.02256176418467758,dense1,sign_rate_in,histogram_intersection
RSN,0.9559027777777778,0.011923051942819543,dense1,sign_rate_in,histogram_intersection
RSN_CIFAR,0.9933203125,0.005364377903631395,dense1,sign_rate_in,histogram_intersection
RSN_CINIC,0.9934765625,0.005154326108883561,dense1,sign_rate_in,histogram_intersection
RSN_SVHN,0.9934375,0.004716058835245803,dense1,sign_rate_in,histogram_intersection
CIFAR_SVHN,0.94703125,0.01892270719681119,dense1,sign_rate_in,histogram_intersection
CINIC_CIFAR,0.9470703125,0.019171491375033104,dense1,sign_rate_in,histogram_intersection
SVHN_CINIC,0.86078125,0.027580006132726837,dense1,sign_rate_in,histogram_intersection
within_WTs,0.8892650462962963,0.05536803445811311,dense1,sign_rate_in,histogram_intersection
within_conditions,0.9059244791666666,0.05627934196853251,dense1,sign_rate_in,histogram_intersection
between_WTs_and_RSN,0.9934114583333333,0.005085864828163173,dense1,sign_rate_in,histogram_intersection
between_WT_datasets,0.9182942708333334,0.04636052120243068,dense1,sign_rate_in,histogram_intersection
CIFAR,0.8073784722222223,0.021424272342577953,dense1,sign_rate_out,histogram_intersection
CINIC,0.8316840277777777,0.022744712089798797,dense1,sign_rate_out,histogram_intersection
SVHN,0.8082465277777777,0.021847425301026905,dense1,sign_rate_out,histogram_intersection
RSN,0.7139756944444444,0.023809103987287493,dense1,sign_rate_out,histogram_intersection
RSN_CIFAR,0.79359375,0.02368824207280903,dense1,sign_rate_out,histogram_intersection
RSN_CINIC,0.8366015625,0.019679554138095173,dense1,sign_rate_out,histogram_intersection
RSN_SVHN,0.791484375,0.026664441333743055,dense1,sign_rate_out,histogram_intersection
CIFAR_SVHN,0.80578125,0.020470240880818915,dense1,sign_rate_out,histogram_intersection
CINIC_CIFAR,0.838515625,0.01906650188526005,dense1,sign_rate_out,histogram_intersection
SVHN_CINIC,0.8315234375,0.02361039742781173,dense1,sign_rate_out,histogram_intersection
within_WTs,0.815769675925926,0.024724535845062335,dense1,sign_rate_out,histogram_intersection
within_conditions,0.7903211805555556,0.05042889164538502,dense1,sign_rate_out,histogram_intersection
between_WTs_and_RSN,0.8072265625,0.031389864415976465,dense1,sign_rate_out,histogram_intersection
between_WT_datasets,0.8252734375,0.025392758323840452,dense1,sign_rate_out,histogram_intersection
CIFAR,0.2376736111111111,0.025234301840757,dense2,prune_rate_in,histogram_intersection
CINIC,0.24140625,0.024102262421180392,dense2,prune_rate_in,histogram_intersection
SVHN,0.22361111111111112,0.026610398444267127,dense2,prune_rate_in,histogram_intersection
RSN,0.20338541666666668,0.021098571979717807,dense2,prune_rate_in,histogram_intersection
RSN_CIFAR,0.2440234375,0.027435421111092293,dense2,prune_rate_in,histogram_intersection
RSN_CINIC,0.5129296875,0.04549295626604429,dense2,prune_rate_in,histogram_intersection
RSN_SVHN,0.2393359375,0.02954765066241255,dense2,prune_rate_in,histogram_intersection
CIFAR_SVHN,0.232109375,0.027847918985031448,dense2,prune_rate_in,histogram_intersection
CINIC_CIFAR,0.4865625,0.050390079938912584,dense2,prune_rate_in,histogram_intersection
SVHN_CINIC,0.4388671875,0.049762543443643115,dense2,prune_rate_in,histogram_intersection
within_WTs,0.23423032407407407,0.026469606287457915,dense2,prune_rate_in,histogram_intersection
within_conditions,0.22651909722222222,0.02855094632998651,dense2,prune_rate_in,histogram_intersection
between_WTs_and_RSN,0.33209635416666666,0.13261146639189592,dense2,prune_rate_in,histogram_intersection
between_WT_datasets,0.3858463541666667,0.11885703883265505,dense2,prune_rate_in,histogram_intersection
CIFAR,0.07161458333333333,0.0264037330325762,dense2,prune_rate_out,histogram_intersection
CINIC,0.06501736111111112,0.02185259820749491,dense2,prune_rate_out,histogram_intersection
SVHN,0.08125,0.028676593333384865,dense2,prune_rate_out,histogram_intersection
RSN,0.05807291666666667,0.020696163006568256,dense2,prune_rate_out,histogram_intersection
RSN_CIFAR,0.0667578125,0.024606863711152196,dense2,prune_rate_out,histogram_intersection
RSN_CINIC,0.095390625,0.023196547889381622,dense2,prune_rate_out,histogram_intersection
RSN_SVHN,0.094765625,0.021921128818376916,dense2,prune_rate_out,histogram_intersection
CIFAR_SVHN,0.1043359375,0.0270480382747385,dense2,prune_rate_out,histogram_intersection
CINIC_CIFAR,0.104296875,0.028665062201495832,dense2,prune_rate_out,histogram_intersection
SVHN_CINIC,0.0741796875,0.02470835131107939,dense2,prune_rate_out,histogram_intersection
within_WTs,0.07262731481481481,0.02664787603738184,dense2,prune_rate_out,histogram_intersection
within_conditions,0.06898871527777778,0.026064976185470448,dense2,prune_rate_out,histogram_intersection
between_WTs_and_RSN,0.08563802083333333,0.026826617235627338,dense2,prune_rate_out,histogram_intersection
between_WT_datasets,0.09427083333333333,0.030382378469122066,dense2,prune_rate_out,histogram_intersection
CIFAR,0.7220486111111111,0.020321771981639924,dense2,sign_rate_in,histogram_intersection
CINIC,0.7418402777777777,0.023011496242049092,dense2,sign_rate_in,histogram_intersection
SVHN,0.7337673611111111,0.025018379143061764,dense2,sign_rate_in,histogram_intersection
RSN,0.7072048611111111,0.021203667376747955,dense2,sign_rate_in,histogram_intersection
RSN_CIFAR,0.7498046875,0.023019548152993112,dense2,sign_rate_in,histogram_intersection
RSN_CINIC,0.817890625,0.026733023417032816,dense2,sign_rate_in,histogram_intersection
RSN_SVHN,0.74140625,0.02465583412196797,dense2,sign_rate_in,histogram_intersection
CIFAR_SVHN,0.72890625,0.021986323874172327,dense2,sign_rate_in,histogram_intersection
CINIC_CIFAR,0.7921875,0.024525526800534787,dense2,sign_rate_in,histogram_intersection
SVHN_CINIC,0.786171875,0.02784485039211694,dense2,sign_rate_in,histogram_intersection
within_WTs,0.7325520833333333,0.024265840568966874,dense2,sign_rate_in,histogram_intersection
within_conditions,0.7262152777777777,0.02597089631475182,dense2,sign_rate_in,histogram_intersection
between_WTs_and_RSN,0.7697005208333333,0.0423129624742646,dense2,sign_rate_in,histogram_intersection
between_WT_datasets,0.7690885416666666,0.03786050850667065,dense2,sign_rate_in,histogram_intersection
CIFAR,0.15963541666666667,0.023125821119055548,dense2,sign_rate_out,histogram_intersection
CINIC,0.15286458333333333,0.025323428710715037,dense2,sign_rate_out,histogram_intersection
SVHN,0.1607638888888889,0.024608418130035385,dense2,sign_rate_out,histogram_intersection
RSN,0.16484375,0.017364149039760052,dense2,sign_rate_out,histogram_intersection
RSN_CIFAR,0.17765625,0.024120769544886,dense2,sign_rate_out,histogram_intersection
RSN_CINIC,0.17125,0.025880019138806682,dense2,sign_rate_out,histogram_intersection
RSN_SVHN,0.1722265625,0.028120089632111215,dense2,sign_rate_out,histogram_intersection
CIFAR_SVHN,0.17046875,0.022224605856319475,dense2,sign_rate_out,histogram_intersection
CINIC_CIFAR,0.166953125,0.027240989945358538,dense2,sign_rate_out,histogram_intersection
SVHN_CINIC,0.1543359375,0.02446008162827178,dense2,sign_rate_out,histogram_intersection
within_WTs,0.15775462962962963,0.024618146700539974,dense2,sign_rate_out,histogram_intersection
within_conditions,0.15952690972222222,0.02322372081246953,dense2,sign_rate_out,histogram_intersection
between_WTs_and_RSN,0.1737109375,0.02624342094203584,dense2,sign_rate_out,histogram_intersection
between_WT_datasets,0.16391927083333332,0.025679047608056994,dense2,sign_rate_out,histogram_intersection
